Jan-76,61
Feb-76,44
Mar-76,28
Apr-76,34
May-76,49
Jun-76,38
Jul-76,34
Aug-76,41
Sep-76,34
Oct-76,24
Nov-76,39
Dec-76,31
Jan-77,29
Feb-77,20
Mar-77,35
Apr-77,35
May-77,26
Jun-77,25
Jul-77,25
Aug-77,53
Sep-77,44
Oct-77,53
Nov-77,43
Dec-77,37
Jan-78,28
Feb-78,38
Mar-78,66
Apr-78,29
May-78,37
Jun-78,38
Jul-78,21
Aug-78,38
Sep-78,37
Oct-78,19
Nov-78,27
Dec-78,32
Jan-79,28
Feb-79,25
Mar-79,25
Apr-79,24
May-79,40
Jun-79,24
Jul-79,25
Aug-79,26
Sep-79,35
Oct-79,40
Nov-79,32
Dec-79,32
Jan-80,31
Feb-80,32
Mar-80,27
Apr-80,24
May-80,30
Jun-80,41
Jul-80,34
Aug-80,13
Sep-80,19
Oct-80,42
Nov-80,21
Dec-80,34
Jan-81,40
Feb-81,32
Mar-81,28
Apr-81,25
May-81,16
Jun-81,16
Jul-81,19
Aug-81,18
Sep-81,42
Oct-81,25
Nov-81,33
Dec-81,27
Jan-82,43
Feb-82,18
Mar-82,27
Apr-82,27
May-82,21
Jun-82,27
Jul-82,22
Aug-82,27
Sep-82,38
Oct-82,21
Nov-82,22
Dec-82,53
Jan-83,46
Feb-83,28
Mar-83,34
Apr-83,42
May-83,38
Jun-83,35
Jul-83,39
Aug-83,37
Sep-83,30
Oct-83,44
Nov-83,36
Dec-83,44
Jan-84,41
Feb-84,29
Mar-84,41
Apr-84,39
May-84,42
Jun-84,34
Jul-84,37
Aug-84,35
Sep-84,45
Oct-84,42
Nov-84,56
Dec-84,41
Jan-85,37
Feb-85,25
Mar-85,65
Apr-85,44
May-85,37
Jun-85,38
Jul-85,37
Aug-85,45
Sep-85,39
Oct-85,34
Nov-85,38
Dec-85,37
Jan-86,32
Feb-86,22
Mar-86,44
Apr-86,27
May-86,64
Jun-86,46
Jul-86,55
Aug-86,42
Sep-86,27
Oct-86,58
Nov-86,32
Dec-86,36
Jan-87,36
Feb-87,49
Mar-87,62
Apr-87,34
May-87,36
Jun-87,55
Jul-87,41
Aug-87,28
Sep-87,41
Oct-87,44
Nov-87,48
Dec-87,31
Jan-88,42
Feb-88,46
Mar-88,49
Apr-88,36
May-88,44
Jun-88,26
Jul-88,49
Aug-88,50
Sep-88,32
Oct-88,29
Nov-88,52
Dec-88,34
Jan-89,33
Feb-89,47
Mar-89,26
Apr-89,45
May-89,56
Jun-89,31
Jul-89,26
Aug-89,44
Sep-89,39
Oct-89,41
Nov-89,43
Dec-89,49
Jan-90,43
Feb-90,38
Mar-90,41
Apr-90,55
May-90,53
Jun-90,41
Jul-90,50
Aug-90,46
Sep-90,41
Oct-90,29
Nov-90,38
Dec-90,53
Jan-91,42
Feb-91,31
Mar-91,32
Apr-91,44
May-91,34
Jun-91,36
Jul-91,33
Aug-91,36
Sep-91,22
Oct-91,34
Nov-91,31
Dec-91,54
Jan-92,19
Feb-92,32
Mar-92,39
Apr-92,49
May-92,56
Jun-92,52
Jul-92,51
Aug-92,42
Sep-92,54
Oct-92,51
Nov-92,42
Dec-92,46
Jan-93,37
Feb-93,27
Mar-93,42
Apr-93,28
May-93,52
Jun-93,39
Jul-93,36
Aug-93,42
Sep-93,60
Oct-93,39
Nov-93,33
Dec-93,31
Jan-94,32
Feb-94,52
Mar-94,24
Apr-94,43
May-94,51
Jun-94,47
Jul-94,42
Aug-94,48
Sep-94,38
Oct-94,61
Nov-94,28
Dec-94,42
Jan-95,48
Feb-95,47
Mar-95,35
Apr-95,54
May-95,64
Jun-95,38
Jul-95,48
Aug-95,64
Sep-95,37
Oct-95,57
Nov-95,39
Dec-95,60
Jan-96,32
Feb-96,57
Mar-96,53
Apr-96,33
May-96,29
Jun-96,52
Jul-96,33
Aug-96,50
Sep-96,61
Oct-96,47
Nov-96,55
Dec-96,39
Jan-97,23
Feb-97,25
Mar-97,38
Apr-97,56
May-97,44
Jun-97,27
Jul-97,31
Aug-97,31
Sep-97,36
Oct-97,44
Nov-97,46
Dec-97,55
Jan-98,45
Feb-98,27
Mar-98,31
Apr-98,30
May-98,39
Jun-98,24
Jul-98,31
Aug-98,31
Sep-98,38
Oct-98,32
Nov-98,36
Dec-98,24
Jan-99,33
Feb-99,32
Mar-99,41
Apr-99,30
May-99,38
Jun-99,26
Jul-99,34
Aug-99,40
Sep-99,36
Oct-99,34
Nov-99,44
Dec-99,58
Jan-00,52
Feb-00,30
Mar-00,30
Apr-00,32
May-00,31
Jun-00,58
Jul-00,48
Aug-00,47
Sep-00,37
Oct-00,56
Nov-00,83
Dec-00,49
Jan-01,55
Feb-01,45
Mar-01,29
Apr-01,36
May-01,28
Jun-01,47
Jul-01,37
Aug-01,33
Sep-01,33
Oct-01,40
Nov-01,26
Dec-01,34
Jan-02,46
Feb-02,28
Mar-02,43
Apr-02,31
May-02,32
Jun-02,39
Jul-02,23
Aug-02,39
Sep-02,44
Oct-02,46
Nov-02,37
Dec-02,36
Jan-03,35
Feb-03,28
Mar-03,41
Apr-03,31
May-03,43
Jun-03,31
Jul-03,50
Aug-03,44
Sep-03,59
Oct-03,36
Nov-03,43
Dec-03,44
Jan-04,50
Feb-04,34
Mar-04,42
Apr-04,48
May-04,38
Jun-04,28
Jul-04,37
Aug-04,31
Sep-04,47
Oct-04,50
Nov-04,54
Dec-04,112
Jan-05,82
Feb-05,50
Mar-05,52
Apr-05,47
May-05,29
Jun-05,40
Jul-05,41
Aug-05,37
Sep-05,37
Oct-05,48
Nov-05,38
Dec-05,32
Jan-06,31
Feb-06,30
Mar-06,45
Apr-06,50
May-06,48
Jun-06,30
Jul-06,55
Aug-06,34
Sep-06,36
Oct-06,41
Nov-06,65
Dec-06,43
Jan-07,49
Feb-07,41
Mar-07,50
Apr-07,81
May-07,44
Jun-07,35
Jul-07,44
Aug-07,58
Sep-07,64
Oct-07,38
Nov-07,57
Dec-07,47
Jan-08,38
Feb-08,40
Mar-08,40
Apr-08,49
May-08,46
Jun-08,41
Jul-08,38
Aug-08,46
Sep-08,39
Oct-08,43
Nov-08,49
Dec-08,39
Jan-09,49
Feb-09,42
Mar-09,32
Apr-09,40
May-09,32
Jun-09,32
Jul-09,35
Aug-09,48
Sep-09,44
Oct-09,82
Nov-09,40
Dec-09,41
Jan-10,57
Feb-10,76
Mar-10,61
Apr-10,38
May-10,36
Jun-10,37
Jul-10,48
Aug-10,43
Sep-10,43
Oct-10,38
Nov-10,34
Dec-10,49
Jan-11,42
Feb-11,41
Mar-11,228
Apr-11,52
May-11,48
Jun-11,43
Jul-11,63
Aug-11,51
Sep-11,40
Oct-11,37
Nov-11,40
Dec-11,28
Jan-12,31
Feb-12,38
Mar-12,33
Apr-12,58
May-12,33
Jun-12,37
Jul-12,34
Aug-12,38
Sep-12,31
Oct-12,40
Nov-12,41
Dec-12,31
Jan-13,23
Feb-13,82
Mar-13,28
Apr-13,41
May-13,44
Jun-13,30
Jul-13,36
Aug-13,33
Sep-13,39
Oct-13,32
Nov-13,43
Dec-13,30
Jan-14,24
Feb-14,29
Mar-14,50
Apr-14,68
May-14,56
Jun-14,44
Jul-14,41
Aug-14,34
Sep-14,31
Oct-14,34
Nov-14,37
Dec-14,32
Jan-15,25
Feb-15,33
Mar-15,35
Apr-15,30
May-15,46
Jun-15,31
Jul-15,40
Aug-15,33
Sep-15,66
Oct-15,28
Nov-15,52
Dec-15,27
Jan-16,37
Feb-16,24
Mar-16,30
Apr-16,57
May-16,30
Jun-16,41
Jul-16,36
Aug-16,35
Sep-16,46
Oct-16,36
Nov-16,44
Dec-16,53
